id,name,base_experience,height,weight,types,abilities,moves,stats
10153,araquanid-totem,159,31,2175,"water, bug","water-bubble, water-absorb","bite, surf, ice-beam, blizzard, bubble-beam","hp=68, attack=70, defense=92, special-attack=50, special-defense=132, speed=42"
10154,togedemaru-totem,152,6,130,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, thunder-shock, thunderbolt","hp=65, attack=98, defense=63, special-attack=40, special-defense=73, speed=96"
10155,necrozma-dusk,340,38,4600,"psychic, steel",prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave","hp=97, attack=157, defense=127, special-attack=113, special-defense=109, speed=77"
10156,necrozma-dawn,340,42,3500,"psychic, ghost",prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave","hp=97, attack=113, defense=109, special-attack=157, special-defense=127, speed=77"
10157,necrozma-ultra,339,75,2300,"psychic, dragon",neuroforce,"swords-dance, hyper-beam, solar-beam, thunder-wave, earthquake","hp=97, attack=167, defense=97, special-attack=167, special-defense=97, speed=129"
10158,pikachu-starter,86,4,60,electric,"static, lightning-rod","pay-day, thunder-punch, slam, double-kick, headbutt","hp=45, attack=80, defense=50, special-attack=75, special-defense=60, speed=120"
10159,eevee-starter,87,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle","hp=65, attack=75, defense=70, special-attack=65, special-defense=85, speed=75"
10160,pikachu-world-cap,112,4,60,electric,"static, lightning-rod","mega-punch, pay-day, thunder-punch, slam, mega-kick","hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10161,meowth-galar,58,4,75,steel,"pickup, tough-claws, unnerve","pay-day, scratch, swords-dance, body-slam, take-down","hp=50, attack=65, defense=55, special-attack=40, special-defense=40, speed=40"
10162,ponyta-galar,82,8,240,psychic,"run-away, pastel-veil, anticipation","stomp, double-kick, horn-drill, tackle, body-slam","hp=50, attack=85, defense=55, special-attack=65, special-defense=65, speed=90"
10163,rapidash-galar,175,17,800,"psychic, fairy","run-away, pastel-veil, anticipation","pay-day, swords-dance, stomp, tackle, body-slam","hp=65, attack=100, defense=70, special-attack=80, special-defense=80, speed=105"
10164,slowpoke-galar,63,12,360,psychic,"gluttony, own-tempo, regenerator","pay-day, stomp, headbutt, tackle, body-slam","hp=90, attack=65, defense=65, special-attack=40, special-defense=40, speed=15"
10165,slowbro-galar,172,16,705,"poison, psychic","quick-draw, own-tempo, regenerator","mega-punch, pay-day, ice-punch, mega-kick, headbutt","hp=95, attack=100, defense=95, special-attack=100, special-defense=70, speed=30"
10166,farfetchd-galar,132,8,420,fighting,"steadfast, scrappy","swords-dance, slam, sand-attack, body-slam, double-edge","hp=52, attack=95, defense=55, special-attack=58, special-defense=62, speed=55"
10167,weezing-galar,172,30,160,"poison, fairy","levitate, neutralizing-gas, misty-surge","tackle, body-slam, take-down, double-edge, flamethrower","hp=65, attack=90, defense=120, special-attack=85, special-defense=70, speed=60"
10168,mr-mime-galar,161,14,568,"ice, psychic","vital-spirit, screen-cleaner, ice-body","pound, mega-punch, ice-punch, double-kick, mega-kick","hp=50, attack=65, defense=65, special-attack=90, special-defense=90, speed=100"
10169,articuno-galar,290,17,509,"psychic, flying",competitive,"gust, fly, take-down, psybeam, hyper-beam","hp=90, attack=85, defense=85, special-attack=125, special-defense=100, speed=95"
10170,zapdos-galar,290,16,582,"fighting, flying",defiant,"fly, mega-kick, take-down, double-edge, hyper-beam","hp=90, attack=125, defense=90, special-attack=85, special-defense=90, speed=100"
10171,moltres-galar,290,20,660,"dark, flying",berserk,"gust, wing-attack, fly, take-down, leer","hp=90, attack=85, defense=90, special-attack=100, special-defense=125, speed=90"
10172,slowking-galar,172,18,795,"poison, psychic","curious-medicine, own-tempo, regenerator","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=95, attack=65, defense=80, special-attack=110, special-defense=110, speed=30"
10173,corsola-galar,144,6,5,ghost,"weak-armor, cursed-body","tackle, body-slam, disable, hydro-pump, surf","hp=60, attack=55, defense=100, special-attack=65, special-defense=100, speed=30"
10174,zigzagoon-galar,56,4,175,"dark, normal","pickup, gluttony, quick-feet","sand-attack, headbutt, tackle, body-slam, take-down","hp=38, attack=30, defense=41, special-attack=30, special-defense=41, speed=60"
10175,linoone-galar,147,5,325,"dark, normal","pickup, gluttony, quick-feet","sand-attack, headbutt, tackle, body-slam, take-down","hp=78, attack=70, defense=61, special-attack=50, special-defense=61, speed=100"
10176,darumaka-galar,63,7,400,ice,"hustle, inner-focus","mega-punch, fire-punch, ice-punch, mega-kick, headbutt","hp=70, attack=90, defense=45, special-attack=15, special-defense=45, speed=50"
10177,darmanitan-galar-standard,168,17,1200,ice,"gorilla-tactics, zen-mode","mega-punch, fire-punch, ice-punch, mega-kick, headbutt","hp=105, attack=140, defense=55, special-attack=30, special-defense=55, speed=95"
10178,darmanitan-galar-zen,189,17,1200,"ice, fire","gorilla-tactics, zen-mode","mega-punch, fire-punch, ice-punch, mega-kick, headbutt","hp=105, attack=160, defense=55, special-attack=30, special-defense=55, speed=135"
10179,yamask-galar,61,5,15,"ground, ghost",wandering-spirit,"slam, disable, earthquake, psychic, night-shade","hp=38, attack=55, defense=85, special-attack=30, special-defense=65, speed=30"
10180,stunfisk-galar,165,7,205,"ground, steel",mimicry,"bind, tackle, water-gun, surf, counter","hp=109, attack=81, defense=99, special-attack=66, special-defense=84, speed=32"
10181,zygarde-10,243,12,335,"dragon, ground",aura-break,"bind, body-slam, bite, hyper-beam, earthquake","hp=54, attack=100, defense=71, special-attack=61, special-defense=85, speed=115"
10182,cramorant-gulping,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, thrash, water-gun, hydro-pump","hp=70, attack=85, defense=55, special-attack=85, special-defense=95, speed=85"
10183,cramorant-gorging,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, thrash, water-gun, hydro-pump","hp=70, attack=85, defense=55, special-attack=85, special-defense=95, speed=85"
10184,toxtricity-low-key,176,16,400,"electric, poison","punk-rock, minus, technician","mega-punch, fire-punch, thunder-punch, mega-kick, take-down","hp=75, attack=98, defense=70, special-attack=114, special-defense=70, speed=75"
10185,eiscue-noice,165,14,890,ice,ice-face,"ice-punch, headbutt, tackle, body-slam, take-down","hp=75, attack=80, defense=70, special-attack=65, special-defense=50, speed=130"
10186,indeedee-female,166,9,280,"psychic, normal","own-tempo, synchronize, psychic-surge","pay-day, body-slam, take-down, psybeam, psychic","hp=70, attack=55, defense=65, special-attack=95, special-defense=105, speed=85"
10187,morpeko-hangry,153,3,30,"electric, dark",hunger-switch,"thunder-punch, take-down, thrash, double-edge, tail-whip","hp=58, attack=95, defense=58, special-attack=70, special-defense=58, speed=97"
10188,zacian-crowned,360,28,3550,"fairy, steel",intrepid-sword,"swords-dance, body-slam, take-down, bite, hyper-beam","hp=92, attack=150, defense=115, special-attack=80, special-defense=115, speed=148"
10189,zamazenta-crowned,360,29,7850,"fighting, steel",dauntless-shield,"body-slam, take-down, bite, roar, hyper-beam","hp=92, attack=120, defense=140, special-attack=80, special-defense=140, speed=128"
10190,eternatus-eternamax,563,1000,0,"poison, dragon",pressure,"fly, flamethrower, hyper-beam, solar-beam, toxic","hp=255, attack=115, defense=250, special-attack=125, special-defense=250, speed=130"
10191,urshifu-rapid-strike,275,19,1050,"fighting, water",unseen-fist,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=100, attack=130, defense=100, special-attack=63, special-defense=60, speed=97"
10192,zarude-dada,300,18,700,"dark, grass",leaf-guard,"mega-punch, scratch, swords-dance, bind, vine-whip","hp=105, attack=120, defense=105, special-attack=70, special-defense=95, speed=105"
10193,calyrex-ice,340,24,8091,"psychic, ice",as-one-glastrier,"pound, pay-day, swords-dance, stomp, double-kick","hp=100, attack=165, defense=150, special-attack=85, special-defense=130, speed=50"
10194,calyrex-shadow,340,24,536,"psychic, ghost",as-one-spectrier,"pound, pay-day, stomp, double-kick, tackle","hp=100, attack=85, defense=80, special-attack=165, special-defense=100, speed=150"
10195,venusaur-gmax,236,240,10000,"grass, poison","overgrow, chlorophyll",,"hp=80, attack=82, defense=83, special-attack=100, special-defense=100, speed=80"
10196,charizard-gmax,240,280,10000,"fire, flying","blaze, solar-power",,"hp=78, attack=84, defense=78, special-attack=109, special-defense=85, speed=100"
10197,blastoise-gmax,239,250,10000,water,"torrent, rain-dish",,"hp=79, attack=83, defense=100, special-attack=85, special-defense=105, speed=78"
10198,butterfree-gmax,178,170,10000,"bug, flying","compound-eyes, tinted-lens",,"hp=60, attack=45, defense=50, special-attack=90, special-defense=80, speed=70"
10199,pikachu-gmax,112,210,10000,electric,"static, lightning-rod",,"hp=35, attack=55, defense=40, special-attack=50, special-defense=50, speed=90"
10200,meowth-gmax,58,330,10000,normal,"pickup, technician, unnerve",,"hp=40, attack=45, defense=35, special-attack=40, special-defense=40, speed=90"
10201,machamp-gmax,227,250,10000,fighting,"guts, no-guard, steadfast",,"hp=90, attack=130, defense=80, special-attack=65, special-defense=85, speed=55"
10202,gengar-gmax,225,200,10000,"ghost, poison",cursed-body,,"hp=60, attack=65, defense=60, special-attack=130, special-defense=75, speed=110"
10203,kingler-gmax,166,190,10000,water,"hyper-cutter, shell-armor, sheer-force",,"hp=55, attack=130, defense=115, special-attack=50, special-defense=50, speed=75"
10204,lapras-gmax,187,240,10000,"water, ice","water-absorb, shell-armor, hydration",,"hp=130, attack=85, defense=80, special-attack=85, special-defense=95, speed=60"
10205,eevee-gmax,65,180,10000,normal,"run-away, adaptability, anticipation",,"hp=55, attack=55, defense=50, special-attack=45, special-defense=65, speed=55"
10206,snorlax-gmax,189,350,10000,normal,"immunity, thick-fat, gluttony",,"hp=160, attack=110, defense=65, special-attack=65, special-defense=110, speed=30"
10207,garbodor-gmax,166,210,10000,poison,"stench, weak-armor, aftermath",,"hp=80, attack=95, defense=82, special-attack=60, special-defense=82, speed=75"
10208,melmetal-gmax,270,250,10000,steel,iron-fist,,"hp=135, attack=143, defense=143, special-attack=80, special-defense=65, speed=34"
10209,rillaboom-gmax,265,280,10000,grass,"overgrow, grassy-surge",,"hp=100, attack=125, defense=90, special-attack=60, special-defense=70, speed=85"
10210,cinderace-gmax,265,270,10000,fire,"blaze, libero",,"hp=80, attack=116, defense=75, special-attack=65, special-defense=75, speed=119"
10211,inteleon-gmax,265,400,10000,water,"torrent, sniper",,"hp=70, attack=85, defense=65, special-attack=125, special-defense=65, speed=120"
10212,corviknight-gmax,248,140,10000,"flying, steel","pressure, unnerve, mirror-armor",,"hp=98, attack=87, defense=105, special-attack=53, special-defense=85, speed=67"
10213,orbeetle-gmax,253,140,10000,"bug, psychic","swarm, frisk, telepathy",,"hp=60, attack=45, defense=110, special-attack=80, special-defense=120, speed=90"
10214,drednaw-gmax,170,240,10000,"water, rock","strong-jaw, shell-armor, swift-swim",,"hp=90, attack=115, defense=90, special-attack=48, special-defense=68, speed=74"
10215,coalossal-gmax,255,420,10000,"rock, fire","steam-engine, flame-body, flash-fire",,"hp=110, attack=80, defense=120, special-attack=80, special-defense=90, speed=30"
10216,flapple-gmax,170,240,10000,"grass, dragon","ripen, gluttony, hustle",,"hp=70, attack=110, defense=80, special-attack=95, special-defense=60, speed=70"
10217,appletun-gmax,170,240,10000,"grass, dragon","ripen, gluttony, thick-fat",,"hp=110, attack=85, defense=80, special-attack=100, special-defense=80, speed=30"
10218,sandaconda-gmax,179,220,10000,ground,"sand-spit, shed-skin, sand-veil",,"hp=72, attack=107, defense=125, special-attack=65, special-defense=70, speed=71"
10219,toxtricity-amped-gmax,176,240,10000,"electric, poison","punk-rock, plus, technician",,"hp=75, attack=98, defense=70, special-attack=114, special-defense=70, speed=75"
10220,centiskorch-gmax,184,750,10000,"fire, bug","flash-fire, white-smoke, flame-body",,"hp=100, attack=115, defense=65, special-attack=90, special-defense=90, speed=65"
10221,hatterene-gmax,255,260,10000,"psychic, fairy","healer, anticipation, magic-bounce",,"hp=57, attack=90, defense=95, special-attack=136, special-defense=103, speed=29"
10222,grimmsnarl-gmax,255,320,10000,"dark, fairy","prankster, frisk, pickpocket",,"hp=95, attack=120, defense=65, special-attack=95, special-defense=75, speed=60"
10223,alcremie-gmax,173,300,10000,fairy,"sweet-veil, aroma-veil",,"hp=65, attack=60, defense=75, special-attack=110, special-defense=121, speed=64"
10224,copperajah-gmax,175,230,10000,steel,"sheer-force, heavy-metal",,"hp=122, attack=130, defense=69, special-attack=80, special-defense=69, speed=30"
10225,duraludon-gmax,187,430,10000,"steel, dragon","light-metal, heavy-metal, stalwart",,"hp=70, attack=95, defense=115, special-attack=120, special-defense=50, speed=85"
10226,urshifu-single-strike-gmax,275,290,10000,"fighting, dark",unseen-fist,,"hp=100, attack=130, defense=100, special-attack=63, special-defense=60, speed=97"
10227,urshifu-rapid-strike-gmax,275,260,10000,"fighting, water",unseen-fist,,"hp=100, attack=130, defense=100, special-attack=63, special-defense=60, speed=97"
10228,toxtricity-low-key-gmax,176,240,10000,"electric, poison","punk-rock, minus, technician",,"hp=75, attack=98, defense=70, special-attack=114, special-defense=70, speed=75"
10229,growlithe-hisui,70,8,227,"fire, rock","intimidate, flash-fire, rock-head","double-kick, tackle, body-slam, take-down, thrash","hp=60, attack=75, defense=45, special-attack=65, special-defense=50, speed=55"
10230,arcanine-hisui,194,20,1680,"fire, rock","intimidate, flash-fire, rock-head","tackle, body-slam, take-down, double-edge, leer","hp=95, attack=115, defense=80, special-attack=95, special-defense=80, speed=90"
10231,voltorb-hisui,66,5,130,"electric, grass","soundproof, static, aftermath","tackle, take-down, double-edge, leech-seed, solar-beam","hp=40, attack=30, defense=50, special-attack=55, special-defense=55, speed=100"
10232,electrode-hisui,172,12,710,"electric, grass","soundproof, static, aftermath","tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=50, defense=70, special-attack=80, special-defense=80, speed=150"
10233,typhlosion-hisui,240,16,698,"fire, ghost","blaze, frisk","fire-punch, thunder-punch, tackle, body-slam, take-down","hp=73, attack=84, defense=78, special-attack=119, special-defense=85, speed=95"
10234,qwilfish-hisui,88,5,39,"dark, poison","poison-point, swift-swim, intimidate","swords-dance, tackle, take-down, double-edge, poison-sting","hp=65, attack=95, defense=85, special-attack=55, special-defense=55, speed=85"
